x,y,layer1_gray,layer2_gray,layer3_gray,trilayer_gray
686,760,11.5600004196167,43.08000183105469,5.079999923706055,32.880001068115234
386,468,149.32000732421875,18.719999313354492,54.63999938964844,121.95999908447266
190,429,14.119999885559082,158.0,3.0,96.0
156,878,36.880001068115234,14.760000228881836,101.68000030517578,83.91999816894531
434,33,16.280000686645508,31.520000457763672,45.20000076293945,50.880001068115234
303,148,55.720001220703125,8.680000305175781,98.5199966430664,89.31999969482422
1001,157,4.0,51.52000045776367,6.400000095367432,33.959999084472656
765,824,25.84000015258789,8.359999656677246,174.0,114.12000274658203
153,347,3.9600000381469727,93.23999786376953,7.679999828338623,57.31999969482422
177,296,52.20000076293945,23.31999969482422,12.4399995803833,48.15999984741211
831,122,29.440000534057617,26.15999984741211,6.559999942779541,34.20000076293945
857,940,32.63999938964844,222.63999938964844,4.0,142.16000366210938
39,993,15.279999732971191,15.119999885559082,43.31999969482422,40.599998474121094
979,1002,8.319999694824219,21.079999923706055,42.880001068115234,39.560001373291016
777,926,10.279999732971191,50.36000061035156,4.880000114440918,35.880001068115234
980,884,61.279998779296875,5.320000171661377,119.5199966430664,101.87999725341797
452,643,35.52000045776367,12.319999694824219,43.20000076293945,49.880001068115234
272,297,176.1199951171875,27.239999771118164,44.36000061035156,135.72000122070312
230,504,3.0,215.32000732421875,6.239999771118164,123.0
676,298,67.44000244140625,14.800000190734863,23.920000076293945,58.08000183105469
340,664,3.0,122.08000183105469,5.0,71.23999786376953
135,542,16.0,10.039999961853027,39.15999984741211,35.7599983215332
44,561,225.0800018310547,3.9200000762939453,181.44000244140625,224.60000610351562
331,12,4.0,153.63999938964844,8.760000228881836,91.16000366210938
584,144,22.799999237060547,11.960000038146973,35.599998474121094,38.52000045776367
185,138,148.8800048828125,13.920000076293945,123.0,156.47999572753906
754,343,4.639999866485596,4.559999942779541,49.52000045776367,32.15999984741211
275,968,118.5199966430664,23.079999923706055,35.560001373291016,97.0
219,180,4.0,96.23999786376953,9.359999656677246,60.0
320,350,4.480000019073486,118.91999816894531,10.4399995803833,73.4000015258789
94,672,5.800000190734863,13.600000381469727,73.55999755859375,50.91999816894531
382,504,5.71999979019165,10.0,66.31999969482422,44.959999084472656
518,663,3.0,147.1999969482422,5.199999809265137,85.16000366210938
96,121,130.8000030517578,113.04000091552734,11.239999771118164,139.67999267578125
363,314,24.399999618530273,8.079999923706055,36.7599983215332,38.119998931884766
248,71,176.47999572753906,3.0,78.16000366210938,141.1999969482422
13,936,13.359999656677246,155.36000061035156,4.0,94.36000061035156
225,511,3.4000000953674316,142.83999633789062,7.960000038146973,84.68000030517578
330,750,58.279998779296875,5.880000114440918,20.68000030517578,46.52000045776367
285,307,127.04000091552734,11.399999618530273,134.75999450683594,149.72000122070312
524,62,155.52000427246094,4.0,84.27999877929688,133.44000244140625
903,194,8.199999809265137,73.0,24.639999389648438,57.91999816894531
586,445,27.31999969482422,44.63999938964844,4.360000133514404,41.84000015258789
329,670,3.0,226.32000732421875,5.679999828338623,128.8800048828125
261,1006,4.039999961853027,139.0,17.600000381469727,88.04000091552734
18,480,31.8799991607666,10.399999618530273,61.20000076293945,56.63999938964844
695,773,13.039999961853027,45.91999816894531,4.0,34.31999969482422
65,374,29.440000534057617,14.5600004196167,73.08000183105469,64.16000366210938
502,359,7.360000133514404,35.63999938964844,19.1200008392334,33.880001068115234
638,990,9.760000228881836,32.15999984741211,30.360000610351562,39.439998626708984
384,803,211.1999969482422,21.520000457763672,69.08000183105469,165.27999877929688
591,155,6.400000095367432,39.91999816894531,17.760000228881836,35.08000183105469
651,618,94.31999969482422,108.23999786376953,8.680000305175781,115.72000122070312
249,412,120.80000305175781,3.119999885559082,44.63999938964844,92.44000244140625
622,401,243.8000030517578,3.0,148.63999938964844,216.63999938964844
466,951,77.80000305175781,121.72000122070312,7.159999847412109,113.27999877929688
328,78,72.12000274658203,5.039999961853027,22.559999465942383,54.68000030517578
